"","X","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","Scientific","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"1",1,106,"Nonpasseriformes","Tinamiformes","Tinamidae","Tinamous",1,"BL3","Nothura chacoensis","Chaco Nothura",40,0,0,0,0,0,20,0,40,0,"Omnivore","Ref_1","D1","Jennifer",0,0,100,0,0,0,0,0,"Genus",0,"Walter",0,226.08,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",12,263,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Francolinus psilolaemus","Moorland Francolin",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","C","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,478.33,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",13,264,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Francolinus shelleyi","Shelley's Francolin",30,0,0,0,0,0,0,0,20,50,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,488,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",34,289,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Francolinus castaneicollis","Chestnut-naped Francolin",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_2","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_2",1,"Jessica",0,791.53,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",41,313,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Coturnix chinensis","Blue Quail",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,40.41,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",45,417,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",11,"BL3","Dendragapus canadensis","Spruce Grouse",0,0,0,0,0,0,10,0,0,90,"PlantSeed","Ref_2","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_2",1,"Jessica",0,473.65,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",70,823,"Nonpasseriformes","Piciformes","Indicatoridae","Honeyguides",94,"IOC27","Indicator conirostris","Thick-billed Honeyguide",30,0,0,0,0,0,20,50,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,40,40,10,10,0,"Ref_7",1,"Jessica",0,31.8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",75,926,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Mesopicos elliotii","Elliot's Woodpecker",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_7","A","Jennifer",0,0,0,33,33,33,0,0,"Ref_7",1,"Jessica",0,37.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",76,927,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Mesopicos goertae","Grey Woodpecker",90,0,0,0,0,0,0,0,10,0,"Invertebrate","Ref_7","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_7",1,"Jessica",0,44.48,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",88,944,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Dendrocopos cathpharius","Crimson-breasted Woodpecker",70,0,0,0,0,0,0,30,0,0,"Invertebrate","Ref_7","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_7",1,"Jessica",0,30.74,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",97,969,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Picoides dorsalis","American Three-toed Woodpecker",90,0,0,0,0,0,0,10,0,0,"Invertebrate","Ref_7","A","Jennifer",0,0,10,20,70,0,0,0,"Ref_7",1,"Jessica",0,55.05,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",100,1011,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Celeus grammicus","Scaly-breasted Woodpecker",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_7","A","Jennifer",0,0,0,0,80,20,0,0,"Ref_7",1,"Jessica",0,73.44,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",103,1022,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Dryocopus lineatus","Lineated Woodpecker",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_7","A","Jennifer",0,0,20,20,60,0,0,0,"Ref_7",1,"Jessica",0,183.19,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",107,1042,"Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Picus mentalis","Checker-throated Woodpecker",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_7","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_7",1,"Jessica",0,99.73,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",121,1090,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Megalaima franklinii","Golden-throated Barbet",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,20,40,40,0,0,"Ref_7",1,"Jessica",0,63.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",122,1091,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Megalaima oorti","Black-browed Barbet",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,0,40,60,0,0,"Ref_7",1,"Jessica",0,87.69,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",123,1092,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Megalaima asiatica","Blue-throated Barbet",30,0,0,0,0,0,50,0,0,20,"Omnivore","Ref_7","A","Jennifer",0,0,0,20,20,60,0,0,"Ref_7",1,"Jessica",0,90.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",129,1098,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Megalaima australis","Blue-eared Barbet",30,0,0,0,0,0,70,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,0,50,50,0,0,"Ref_7",1,"Jessica",0,33.3,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",131,1101,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Megalaima rubricapillus","Crimson-fronted Barbet",40,0,0,0,0,0,60,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,0,50,50,0,0,"Ref_7",1,"Jessica",0,37.6,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",133,1103,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Calorhamphus fuliginosus","Brown Barbet",30,0,0,0,0,0,70,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,0,33,33,33,0,0,"Ref_7",1,"Jessica",0,42.6,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",137,1143,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Lybius minor","Black-backed Barbet",40,0,0,0,0,0,60,0,0,0,"FruiNect","Ref_7","A","Jennifer",0,0,25,25,25,25,0,0,"Ref_7",1,"Jessica",0,46.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",141,1147,"Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",93,"BL3","Trachyphonus purpuratus","Yellow-billed Barbet",50,0,0,0,0,0,20,0,0,30,"Omnivore","Ref_7","A","Jennifer",0,0,40,30,30,0,0,0,"Ref_7",1,"Jessica",0,76.1,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",146,1304,"Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",91,"BL3","Tropicranus albocristatus","White-crested Hornbill",60,10,10,0,0,0,20,0,0,0,"Invertebrate","Ref_6","A","Hamish",0,0,10,10,70,10,0,0,"Ref_6",1,"Other",0,289.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",147,1306,"Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",91,"BL3","Tockus hartlaubi","Black Dwarf Hornbill",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_6","A","Hamish",0,0,10,0,60,20,10,0,"Ref_6",1,"Christian",0,98.49,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",151,1316,"Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",91,"BL3","Tockus fasciatus","African Pied Hornbill",40,10,10,0,0,0,40,0,0,0,"Omnivore","Ref_6","A","Hamish",0,0,10,10,40,30,10,0,"Ref_6",1,"Other",0,258.83,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",173,1553,"Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",85,"BL3","Alcedo cyanopectus","Indigo-banded Kingfisher",50,0,0,50,0,0,0,0,0,0,"Omnivore","Ref_6","A","Hamish",100,0,0,0,0,0,0,0,"Ref_6",1,"Christian",0,21.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",174,1554,"Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",85,"BL3","Alcedo argentata","Silvery Kingfisher",50,0,0,50,0,0,0,0,0,0,"Omnivore","Ref_6","A","Hamish",100,0,0,0,0,0,0,0,"Ref_6",1,"Christian",0,17.84,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",175,1555,"Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",85,"BL3","Alcedo cristata","Malachite Kingfisher",40,0,30,30,0,0,0,0,0,0,"VertFishScav","Ref_6","A","Hamish",60,20,10,10,0,0,0,0,"Ref_6",1,"Christian",0,15.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",183,1737,"Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",67,"BL3","Cuculus sparverioides","Large Hawk-cuckoo",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_4","A","Carolina",0,0,0,0,40,60,0,0,"Ref_4",1,"Jessica",0,151,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",186,1740,"Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",67,"BL3","Cuculus fugax","Hodgson's Hawk-cuckoo",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_4","A","Carolina",0,0,0,100,0,0,0,0,"Ref_4",1,"Jessica",0,79.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",188,1763,"Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",67,"BL3","Cacomantis heinrichi","Moluccan Cuckoo",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_4","C","Carolina",0,0,20,20,40,20,0,0,"Ref_4",1,"Jessica",0,34.14,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",190,1766,"Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",67,"BL3","Chrysococcyx minutillus","Little Bronze-cuckoo",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_4","A","Carolina",0,0,0,0,20,80,0,0,"Ref_4",1,"Jessica",0,18.6,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",216,2171,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",68,"BL3","Aratinga holochlora","Green Parakeet",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","A","Carolina",0,0,0,50,50,0,0,0,"Ref_4",1,"Jessica",0,138,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",217,2172,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",68,"BL3","Aratinga brevipes","Socorro Parakeet",0,0,0,0,0,0,60,0,40,0,"FruiNect","Ref_4","A","Carolina",0,0,0,30,60,10,0,0,"Ref_4",1,"Other",0,177,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",219,2175,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",68,"BL3","Aratinga wagleri","Scarlet-fronted Parakeet",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_4","B","Carolina",0,0,50,50,0,0,0,0,"Ref_4",1,"Jessica",0,194,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",226,2189,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",68,"BL3","Aratinga nana","Olive-throated Parakeet",0,0,0,0,0,0,60,0,0,40,"FruiNect","Ref_4","A","Carolina",0,0,0,33,33,33,0,0,"Ref_4",1,"Jessica",0,76.9,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",239,2357,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Collocalia spodiopygia","White-rumped Swiftlet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,0,0,0,0,0,100,0,"Ref_5",1,"Christian",0,8.03,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",241,2360,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Collocalia brevirostris","Himalayan Swiftlet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,0,0,20,0,0,80,0,"Ref_5",1,"Other",0,13.42,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",246,2369,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Collocalia vanikorensis","Uniform Swiftlet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,0,0,0,30,0,70,0,"Ref_5",1,"Christian",0,10.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",251,2374,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Collocalia leucophaea","Tahiti Swiftlet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","D1","Hamish",0,0,0,0,0,20,80,0,"Ref_5",1,"Christian",0,13.35,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",253,2377,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Collocalia fuciphaga","Edible-nest Swiftlet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,0,0,0,0,0,100,0,"Ref_5",1,"Christian",0,10.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",255,2406,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Schoutedenapus schoutedeni","Schouteden's Swift",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","D1","Hamish",0,0,30,0,0,0,70,0,"Ref_5",1,"Christian",0,26,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",258,2570,"Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Chlorostilbon alice","Green-tailed Emerald",10,0,0,0,0,0,0,90,0,0,"FruiNect","Ref_5","A","Hamish",0,0,0,60,40,0,0,0,"Ref_5",1,"Christian",0,3.5,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",259,2580,"Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Thalurania fannyi","Green-crowned Woodnymph",10,0,0,0,0,0,0,90,0,0,"FruiNect","Ref_5","A","Hamish",0,0,0,0,80,20,0,0,"Ref_5",1,"Christian",0,4.45,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",269,2795,"Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Calliphlox evelynae","Bahama Woodstar",10,0,0,0,0,0,0,90,0,0,"FruiNect","Ref_5","A","Hamish",0,0,0,30,30,30,10,0,"Ref_5",1,"Christian",0,2.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",275,2871,"Nonpasseriformes","Strigiformes","Tytonidae","Barn owls",70,"BL3","Tyto sororcula","Lesser Masked-owl",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_5","D1","Hamish",0,0,60,20,20,0,0,0,"Ref_5",1,"Christian",1,521.71,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",276,2872,"Nonpasseriformes","Strigiformes","Tytonidae","Barn owls",70,"BL3","Tyto manusi","Manus Masked-owl",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_5","D1","Hamish",0,0,60,20,20,0,0,0,"Ref_5",1,"Christian",1,521.71,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",278,2931,"Nonpasseriformes","Strigiformes","Strigidae","Owls",71,"BL3","Otus leucotis","White-faced Scops-owl",10,90,0,0,0,0,0,0,0,0,"VertFishScav","Ref_5","A","Hamish",0,0,90,0,10,0,0,0,"Ref_5",1,"Christian",1,204,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",282,2968,"Nonpasseriformes","Strigiformes","Strigidae","Owls",71,"BL3","Bubo vosseleri","Usambara Eagle-owl",60,20,20,0,0,0,0,0,0,0,"Invertebrate","Ref_5","C","Hamish",0,0,70,10,10,10,0,0,"Ref_5",1,"Other",1,822.5,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",285,3003,"Nonpasseriformes","Strigiformes","Strigidae","Owls",71,"IOC27","Strix davidi","Pere David's Owl",30,60,10,0,0,0,0,0,0,0,"VertFishScav","Ref_5","D1","Hamish",0,0,80,20,0,0,0,0,"Ref_5",1,"Christian",1,559.09,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",305,3235,"Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars",75,"BL3","Caprimulgus vociferus","Whip-poor-will",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,10,20,20,50,0,0,0,"Ref_5",1,"Christian",1,53.3,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",308,3240,"Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars",75,"BL3","Caprimulgus longirostris","Band-winged Nightjar",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_5","A","Hamish",0,0,0,50,40,0,10,0,"Ref_5",1,"Christian",1,45.6,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",323,3385,"Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","Stigmatopelia chinensis","Spotted Dove",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_4","A","Carolina",0,0,100,0,0,0,0,0,"Ref_4",1,"Jessica",0,159,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",344,3514,"Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","Gallicolumba beccarii","Bronze Ground-dove",30,0,0,0,0,0,40,0,30,0,"Omnivore","Ref_4","A","Carolina",0,0,100,0,0,0,0,0,"Ref_4",1,"Jessica",0,78.73,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",350,3559,"Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","Ptilinopus fischeri","Red-eared Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","D1","Carolina",0,0,0,0,20,80,0,0,"Ref_4",1,"Jessica",0,177,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",353,3562,"Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","Ptilinopus subgularis","Maroon-chinned Fruit-dove",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","B","Carolina",0,0,0,33,33,33,0,0,"Ref_4",1,"Jessica",0,142,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",380,3785,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Canirallus kioloides","Madagascar Wood Rail",40,0,30,0,0,0,0,0,30,0,"Omnivore","Ref_3","A","Carolina",0,0,100,0,0,0,0,0,"Ref_3",1,"Jessica",0,246,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",389,3823,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Nesoclopeus woodfordi","Woodford's Rail",40,0,30,0,0,0,0,0,0,30,"Omnivore","Ref_3","A","Carolina",0,0,100,0,0,0,0,0,"Ref_3",1,"Jessica",0,553.16,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",399,3868,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Aramides cajanea","Grey-necked Wood-rail",50,0,20,0,0,0,10,0,10,10,"Omnivore","Ref_3","A","Jennifer",0,50,50,0,0,0,0,0,"Ref_3",1,"Jessica",0,397,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",419,3943,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Fulica caribaea","Caribbean Coot",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_3","C","Carolina",50,50,0,0,0,0,0,0,"Ref_3",1,"Jessica",0,1055.87,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",430,4199,"Nonpasseriformes","Charadriiformes","Haematopodidae","Oystercatchers",50,"BL3","Haematopus bachmani","Black Oystercatcher",90,0,0,10,0,0,0,0,0,0,"Invertebrate","Ref_3","A","Carolina",0,0,100,0,0,0,0,0,"Ref_3",1,"Jessica",0,555,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",437,4421,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Larus scopulinus","Red-billed Gull",50,0,0,30,0,20,0,0,0,0,"Omnivore","Ref_3","A","Carolina",0,60,40,0,0,0,0,0,"Ref_3",1,"Other",0,302.5,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",440,4445,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Sterna nilotica","Gull-billed Tern",50,10,20,20,0,0,0,0,0,0,"Omnivore","Ref_3","A","Carolina",0,30,30,30,10,0,0,1,"Ref_3",1,"Other",0,218.25,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",460,4493,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Procelsterna cerulea","Blue Noddy",30,0,0,70,0,0,0,0,0,0,"VertFishScav","Ref_3","A","Carolina",0,100,0,0,0,0,0,1,"Ref_3",1,"Other",0,53,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",466,4756,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter chionogaster","White-breasted Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","C","Jennifer",0,0,40,20,10,20,10,0,"Genus",0,"Walter",0,332.94,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",467,4757,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter ventralis","Plain-breasted Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","B","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,233,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",468,4758,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter erythronemius","Rufous-thighed Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","C","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,125,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",469,4764,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter chilensis","Chilean Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","A","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,368,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
