"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"3052","Sorex raddei","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",10,"Ref_117",1,"Sorex raddei",22316267,29668,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","raddei","Satunin, 1895","Least Concern","Unknown","Global"
"3053","Sorex alpinus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.8,"Ref_117",1,"Sorex alpinus",9514588,29660,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","alpinus","Schinz, 1837","Near Threatened","Decreasing","Global & Europe"
"3054","Sorex minutus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.5,"Ref_117",1,"Sorex minutus",115171222,29667,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","minutus","Linnaeus, 1766","Least Concern","Stable","Global"
"3055","Sorex maritimensis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex maritimensis",22312357,136779,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","maritimensis","Smith, 1939","Least Concern","Decreasing","Global"
"3056","Sorex kozlovi","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex kozlovi",22315588,20387,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","kozlovi","Stroganov, 1952","Data Deficient","Unknown","Global"
"3057","Sorex isodon","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.35,"Ref_117",1,"Sorex isodon",115170884,29665,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","isodon","Turov, 1924","Least Concern","Unknown","Global"
"3058","Sorex hosonoi","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.25,"Ref_117",1,"Sorex hosonoi",22315765,20386,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","hosonoi","Imaizumi, 1954","Least Concern","Unknown","Global"
"3059","Sorex granarius","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.28,"Ref_117",1,"Sorex granarius",2792173,29664,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","granarius","Miller, 1910","Least Concern","Unknown","Global, Europe & Mediterranean"
"3060","Sorex gracillimus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5.06,"Ref_117",1,"Sorex gracillimus",115183598,41398,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","gracillimus","Thomas, 1907","Least Concern","Stable","Global"
"3061","Sorex daphaenodon","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.79,"Ref_117",1,"Sorex daphaenodon",115183333,41393,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","daphaenodon","Thomas, 1907","Least Concern","Stable","Global"
"3062","Sorex cylindricauda","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex cylindricauda",22319064,20384,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","cylindricauda","Milne-Edwards, 1872","Least Concern","Unknown","Global"
"3063","Sorex cansulus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex cansulus",22318966,20383,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","cansulus","Thomas, 1912","Data Deficient","Unknown","Global"
"3064","Sorex buchariensis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.61,"Ref_178",2,"Sorex buchariensis",22313860,41390,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","buchariensis","Ognev, 1921","Data Deficient","Unknown","Global"
"3065","Sorex bedfordiae","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.6,"Ref_117",1,"Sorex bedfordiae",22314391,41388,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","bedfordiae","Thomas, 1911","Least Concern","Unknown","Global"
"3066","Sorex antinorii","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex antinorii",519144,136814,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","antinorii","Bonaparte, 1840","Least Concern","Unknown","Global, Europe & Mediterranean"
"3067","Sorex araneus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",10,"Ref_117",1,"Sorex araneus",115170489,29661,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","araneus","Linnaeus, 1758","Least Concern","Stable","Global"
"3068","Sorex arcticus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",8.15,"Ref_117",1,"Sorex arcticus",115182930,41385,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","arcticus","Kerr, 1792","Least Concern","Stable","Global"
"3069","Sorex asper","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.95,"Ref_117",1,"Sorex asper",22314227,41386,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","asper","Thomas, 1914","Least Concern","Unknown","Global"
"3070","Sorex roboratus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.12,"Ref_117",1,"Sorex roboratus",115185312,41414,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","roboratus","Hollister, 1913","Least Concern","Unknown","Global"
"3071","Sorex coronatus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.6,"Ref_117",1,"Sorex coronatus",2792030,29663,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","coronatus","Millet, 1828","Least Concern","Stable","Global & Europe"
"3072","Sorex satunini","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.47,"Ref_178",2,"Sorex satunini",115185455,41415,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","satunini","Ognev, 1922","Least Concern","Unknown","Global"
"3073","Sorex sinalis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.43,"Ref_117",1,"Sorex sinalis",22314971,20389,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","sinalis","Thomas, 1912","Data Deficient","Unknown","Global"
"3074","Sorex tundrensis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.73,"Ref_117",1,"Sorex tundrensis",115185726,41422,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","tundrensis","Merriam, 1900","Least Concern","Stable","Global"
"3075","Sorex shinto","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6,"Ref_117",1,"Sorex shinto",22318847,41417,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","shinto","Thomas, 1905","Least Concern","Stable","Global"
"3076","Sorex unguiculatus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.9,"Ref_117",1,"Sorex unguiculatus",115186003,41424,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","unguiculatus","Dobson, 1890","Least Concern","Stable","Global"
"3077","Sorex volnuchini","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.61,"Ref_178",2,"Sorex volnuchini",22315976,29670,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","volnuchini","Ognev, 1922","Least Concern","Unknown","Global"
"3078","Sorex yukonicus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex yukonicus",22315082,136542,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","yukonicus","Dokuchaev, 1997","Least Concern","Unknown","Global"
"3079","Sorex samniticus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",8.25,"Ref_117",1,"Sorex samniticus",2772233,20411,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","samniticus","Altobello, 1926","Least Concern","Unknown","Global, Europe & Mediterranean"
"3080","Sorex excelsus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.79,"Ref_178",2,"Sorex excelsus",22315900,20385,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","excelsus","G.M. Allen, 1923","Least Concern","Unknown","Global"
"3081","Sorex lyelli","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5,"Ref_117",1,"Sorex lyelli",22313470,41402,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","lyelli","Merriam, 1902","Least Concern","Stable","Global"
"3082","Sorex jacksoni","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.5,"Ref_117",1,"Sorex jacksoni",22314744,20390,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","jacksoni","Hall &amp; Gilmore, 1932","Least Concern","Unknown","Global"
"3083","Sorex hoyi","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2.58,"Ref_117",1,"Sorex hoyi",115183871,41400,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","hoyi","Baird, 1857","Least Concern","Stable","Global"
"3084","Sorex tenellus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.75,"Ref_117",1,"Sorex tenellus",22318690,41419,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","tenellus","Merriam, 1895","Least Concern","Stable","Global"
"3085","Sorex haydeni","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.5,"Ref_117",1,"Sorex haydeni",115183736,41399,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","haydeni","Baird, 1857","Least Concern","Stable","Global"
"3086","Sorex dispar","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5,"Ref_117",1,"Sorex dispar",115183478,41394,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","dispar","Batchelder, 1911","Least Concern","Unknown","Global"
"3087","Sorex macrodon","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex macrodon",22314529,20392,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","macrodon","Merriam, 1895","Vulnerable","Decreasing","Global"
"3088","Sorex leucogaster","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.83,"Ref_178",2,"Sorex leucogaster",115158275,20388,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","leucogaster","Kuroda, 1933","Data Deficient","Unknown","Global"
"3089","Sorex cinereus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.66,"Ref_117",1,"Sorex cinereus",115183208,41392,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","cinereus","Kerr, 1792","Least Concern","Stable","Global"
"3090","Sorex longirostris","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.58,"Ref_117",1,"Sorex longirostris",115184004,41401,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","longirostris","Bachman, 1837","Least Concern","Stable","Global"
"3091","Sorex vagrans","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5.9,"Ref_117",1,"Sorex vagrans",115186125,41425,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","vagrans","Baird, 1857","Least Concern","Stable","Global"
"3092","Sorex camtschatica","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex camtschatica",22314133,41391,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","camtschatica","Yudin, 1972","Least Concern","Unknown","Global"
"3093","Sorex bendirii","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",16.1,"Ref_117",1,"Sorex bendirii",115183051,41389,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","bendirii","(Merriam, 1884)","Least Concern","Unknown","Global"
"3094","Sorex veraepacis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.5,"Ref_117",1,"Sorex veraepacis",22315421,41427,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","veraepacis","Alston, 1877","Least Concern","Stable","Global"
"3095","Sorex bairdi","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",8.33,"Ref_58",1,"Sorex bairdi",22314464,41387,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","bairdi","Merriam, 1895","Least Concern","Unknown","Global"
"3096","Sorex fumeus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7.7,"Ref_117",1,"Sorex fumeus",22312838,41396,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","fumeus","G.M. Miller, 1895","Least Concern","Stable","Global"
"3097","Sorex alaskanus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",14,"Ref_117",1,"Sorex alaskanus",22313779,41384,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","alaskanus","Merriam, 1900","Data Deficient","Unknown","Global"
"3098","Sorex ugyunak","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.6,"Ref_117",1,"Sorex ugyunak",115185865,41423,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","ugyunak","Anderson &amp; Rand, 1945","Least Concern","Stable","Global"
"3099","Sorex palustris","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",13.45,"Ref_117",1,"Sorex palustris",115184897,41410,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","palustris","Richardson, 1828","Least Concern","Stable","Global"
"3100","Sorex pribilofensis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_2","D1",6.05,"Ref_2, Ref_3",0,"Sorex pribilofensis",22314622,20391,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","pribilofensis","Merriam, 1895","Endangered","Unknown","Global"
"3101","Sorex preblei","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.1,"Ref_117",1,"Sorex preblei",117935777,41413,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","preblei","Jackson, 1922","Least Concern","Unknown","Global"
"3102","Sorex sonomae","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",8.3,"Ref_117",1,"Sorex sonomae",22318770,41418,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","sonomae","Jackson, 1921","Least Concern","Stable","Global"
"3103","Sorex portenkoi","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.83,"Ref_178",2,"Sorex portenkoi",115185080,41412,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","portenkoi","Stroganov, 1956","Data Deficient","Unknown","Global"
"3104","Sorex pacificus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.71,"Ref_117",1,"Sorex pacificus",22318109,41409,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","pacificus","Coues, 1877","Least Concern","Stable","Global"
"3105","Sorex ornatus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.99,"Ref_117",1,"Sorex ornatus",115184758,41408,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","ornatus","Merriam, 1895","Least Concern","Stable","Global"
"3106","Sorex orizabae","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex orizabae",22319432,136698,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","orizabae","Merriam, 1895","Least Concern","Stable","Global"
"3107","Sorex oreopolus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex oreopolus",22317195,20393,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","oreopolus","Merriam, 1892","Least Concern","Stable","Global"
"3108","Sorex milleri","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex milleri",22316066,20397,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","milleri","Jackson, 1947","Vulnerable","Decreasing","Global"
"3109","Sorex nanus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2.4,"Ref_117",1,"Sorex nanus",115184594,41406,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","nanus","Merriam, 1895","Least Concern","Unknown","Global"
"3110","Sorex monticolus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5.25,"Ref_117",1,"Sorex monticolus",115184390,41405,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","monticolus","Merriam, 1890","Least Concern","Stable","Global"
"3111","Sorex neomexicanus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex neomexicanus",22319242,136608,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","neomexicanus","Bailey, 1913","Data Deficient","Unknown","Global"
"3112","Sorex mirabilis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",15,"Ref_58",1,"Sorex mirabilis",22313688,41404,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","mirabilis","Ognev, 1937","Data Deficient","Unknown","Global"
"3113","Sorex arizonae","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2.4,"Ref_117",1,"Sorex arizonae",115158374,20396,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","arizonae","Diersing &amp; Hoffmeister, 1977","Least Concern","Unknown","Global"
"3114","Sorex saussurei","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",4.65,"Ref_117",1,"Sorex saussurei",22317311,41416,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","saussurei","Merriam, 1892","Least Concern","Stable","Global"
"3115","Sorex sclateri","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex sclateri",22316927,20394,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","sclateri","Merriam, 1897","Critically Endangered","Decreasing","Global"
"3116","Sorex ventralis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex ventralis",22315839,41426,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","ventralis","Merriam, 1895","Least Concern","Stable","Global"
"3117","Sorex merriami","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",5.9,"Ref_117",1,"Sorex merriami",115184201,41403,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","merriami","Dobson, 1890","Least Concern","Unknown","Global"
"3118","Sorex stizodon","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex stizodon",22316681,20395,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","stizodon","Merriam, 1895","Critically Endangered","Decreasing","Global"
"3119","Sorex emarginatus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",7,"Ref_117",1,"Sorex emarginatus",22312750,41395,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","emarginatus","Jackson, 1925","Least Concern","Decreasing","Global"
"3120","Sorex trowbridgii","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",3.8,"Ref_117",1,"Sorex trowbridgii",115185589,41421,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","trowbridgii","Baird, 1857","Least Concern","Stable","Global"
"3121","Sorex veraecrucis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex veraecrucis",22319172,136811,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","veraecrucis","Jackson, 1925","Least Concern","Stable","Global"
"3122","Sorex minutissimus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",2.51,"Ref_117",1,"Sorex minutissimus",115171049,29666,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","minutissimus","Zimmermann, 1780","Least Concern","Unknown","Global"
"3123","Sorex planiceps","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex planiceps",22317857,41411,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","planiceps","Miller, 1911","Least Concern","Unknown","Global"
"3124","Sorex thibetanus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",6.05,"Ref_2, Ref_3",0,"Sorex thibetanus",22318624,41420,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Sorex","thibetanus","Kastschenko, 1905","Data Deficient","Unknown","Global"
"3125","Anourosorex yamashinai","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",20,"Ref_2, Ref_3",0,"Anourosorex yamashinai",22311945,136257,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Anourosorex","yamashinai","Kuroda, 1935","Least Concern","Unknown","Global"
