"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"3126","Anourosorex assamensis","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",20,"Ref_2, Ref_3",0,"Anourosorex assamensis",22311877,136802,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Anourosorex","assamensis","Anderson, 1875","Least Concern","Unknown","Global"
"3127","Anourosorex schmidi","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",20,"Ref_2, Ref_3",0,"Anourosorex schmidi",115210155,136589,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Anourosorex","schmidi","Petter, 1963","Data Deficient","Unknown","Global"
"3128","Anourosorex squamipes","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20,"Ref_117",1,"Anourosorex squamipes",115186957,41450,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Anourosorex","squamipes","Milne-Edwards, 1872","Least Concern","Unknown","Global"
"3129","Blarinella quadraticauda","Soricidae",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2","G","A","",1,0,0,"Ref_1","ABC",12.5,"Ref_117",1,"Blarinella quadraticauda",22283477,40613,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarinella","quadraticauda","(Milne-Edwards, 1872)","Near Threatened","Unknown","Global"
"3130","Blarinella wardi","Soricidae",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2","G","A","",1,0,0,"Ref_1","ABC",11.26,"Ref_178",2,"Blarinella wardi",22283369,2825,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarinella","wardi","Thomas, 1915","Least Concern","Unknown","Global"
"3131","Blarinella griselda","Soricidae",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2","G","A","",1,0,0,"Ref_1","ABC",12.5,"Ref_2, Ref_3",0,"Blarinella griselda",22283251,136365,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarinella","griselda","Thomas, 1912","Least Concern","Unknown","Global"
"3132","Blarina brevicauda","Soricidae",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",28,"Ref_117",1,"Blarina brevicauda",115187102,41451,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarina","brevicauda","(Say, 1823)","Least Concern","Stable","Global"
"3133","Blarina hylophaga","Soricidae",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",14.5,"Ref_117",1,"Blarina hylophaga",115187348,41453,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarina","hylophaga","Elliot, 1899","Least Concern","Stable","Global"
"3134","Blarina carolinensis","Soricidae",40,0,0,0,30,0,0,0,0,30,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",13.5,"Ref_117",1,"Blarina carolinensis",115187223,41452,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Blarina","carolinensis","(Bachman, 1837)","Least Concern","Stable","Global"
"3135","Cryptotis peregrina","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,1,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis peregrina",22284600,136550,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","peregrina","(Merriam, 1895)","Data Deficient","Unknown","Global"
"3136","Cryptotis mexicana","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7,"Ref_117",1,"Cryptotis mexicana",22286065,41374,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","mexicana","(Coues, 1877)","Least Concern","Decreasing","Global"
"3137","Cryptotis montivaga","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",11.3,"Ref_117",1,"Cryptotis montivaga",22285849,41375,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","montivaga","(Anthony, 1921)","Least Concern","Stable","Global"
"3138","Cryptotis nelsoni","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis nelsoni",22284939,136389,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","nelsoni","(Merriam, 1895)","Critically Endangered","Unknown","Global"
"3139","Cryptotis nigrescens","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7.65,"Ref_117",1,"Cryptotis nigrescens",22285913,41376,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","nigrescens","(J.A. Allen, 1895)","Least Concern","Stable","Global"
"3140","Cryptotis obscura","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis obscura",22286153,136462,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","obscura","(Merriam, 1895)","Least Concern","Decreasing","Global"
"3141","Cryptotis merriami","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis merriami",115207240,136398,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","merriami","Choate, 1970","Least Concern","Stable","Global"
"3142","Cryptotis parva","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",4.98,"Ref_117",1,"Cryptotis parva",115182514,41377,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","parva","(Say, 1823)","Least Concern","Stable","Global"
"3143","Cryptotis medellinia","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis medellinia",22285456,136267,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","medellinia","Thomas, 1921","Least Concern","Stable","Global"
"3144","Cryptotis peruviensis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis peruviensis",22284052,136734,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","peruviensis","Vivar, Pacheco &amp; Valqui, 1997","Data Deficient","Unknown","Global"
"3145","Cryptotis phillipsii","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis phillipsii",22283893,136639,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","phillipsii","(Schaldach, 1966)","Vulnerable","Decreasing","Global"
"3146","Cryptotis squamipes","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",11,"Ref_117",1,"Cryptotis squamipes",22284402,41378,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","squamipes","(J.A. Allen, 1912)","Least Concern","Unknown","Global"
"3147","Cryptotis tamensis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis tamensis",126907401,136780,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","tamensis","Woodman, 2002","Least Concern","Unknown","Global"
"3148","Cryptotis orophila","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis orophila",22283605,136838,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","orophila","(J.A. Allen, 1895)","Data Deficient","Unknown","Global"
"3149","Cryptotis thomasi","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",12.6,"Ref_117",1,"Cryptotis thomasi",126907773,41379,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","thomasi","(Merriam, 1897)","Least Concern","Stable","Global"
"3150","Cryptotis mayensis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",5,"Ref_128",1,"Cryptotis mayensis",22284758,136488,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","mayensis","(Merriam, 1901)","Least Concern","Decreasing","Global"
"3151","Cryptotis magna","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7,"Ref_117",1,"Cryptotis magna",22285160,5766,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","magna","(Merriam, 1895)","Vulnerable","Decreasing","Global"
"3152","Cryptotis hondurensis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",5,"Ref_117",1,"Cryptotis hondurensis",22285078,5765,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","hondurensis","Woodman &amp; Timm, 1992","Data Deficient","Unknown","Global"
"3153","Cryptotis griseoventris","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis griseoventris",123794519,48269619,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","griseoventris","Jackson, 1933","Endangered","Decreasing","Global"
"3154","Cryptotis gracilis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7,"Ref_117",1,"Cryptotis gracilis",11668153,5764,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","gracilis","Miller, 1911","Vulnerable","Decreasing","Global"
"3155","Cryptotis goodwini","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7,"Ref_117",1,"Cryptotis goodwini",123794650,48269679,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","goodwini","Jackson, 1933","Least Concern","Stable","Global"
"3156","Cryptotis goldmani","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",8,"Ref_117",1,"Cryptotis goldmani",22285527,41371,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","goldmani","(Merriam, 1895)","Least Concern","Stable","Global"
"3157","Cryptotis equatoris","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis equatoris",22283978,136438,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","equatoris","(Thomas, 1912)","Least Concern","Stable","Global"
"3158","Cryptotis endersi","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",8,"Ref_117",1,"Cryptotis endersi",22285253,5763,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","endersi","Setzer, 1950","Endangered","Unknown","Global"
"3159","Cryptotis colombiana","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis colombiana",22284247,136795,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","colombiana","Woodman &amp; Timm, 1993","Least Concern","Stable","Global"
"3160","Cryptotis brachyonyx","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis brachyonyx",22284318,136736,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","brachyonyx","Woodman, 2003","Data Deficient","Unknown","Global"
"3161","Cryptotis meridensis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",0,0,1,"Ref_1","ABC",11.57,"Ref_117",1,"Cryptotis meridensis",123794398,48268560,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","meridensis","Thomas, 1898","Vulnerable","Stable","Global"
"3162","Cryptotis alticola","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis alticola",22284844,136789,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","alticola","(Merriam, 1895)","Data Deficient","Unknown","Global"
"3163","Cryptotis tropicalis","Soricidae",40,0,30,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",7.72,"Ref_2, Ref_3",0,"Cryptotis tropicalis",22286227,136757,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Cryptotis","tropicalis","(Merriam, 1895)","Data Deficient","Unknown","Global"
"3164","Chimarrogale hantu","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",55,"Ref_117",1,"Chimarrogale hantu",22281948,4647,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","hantu","Harrison, 1958","Near Threatened","Decreasing","Global"
"3165","Chimarrogale himalayica","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",34.75,"Ref_117",1,"Chimarrogale himalayica",115175470,40614,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","himalayica","(Gray, 1842)","Least Concern","Unknown","Global"
"3166","Chimarrogale phaeura","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",31,"Ref_117",1,"Chimarrogale phaeura",22281839,4648,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","phaeura","Thomas, 1898","Endangered","Decreasing","Global"
"3167","Chimarrogale platycephalus","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",36.32,"Ref_58",1,"Chimarrogale platycephalus",22282290,40615,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","platycephalus","(Temminck, 1842)","Least Concern","Decreasing","Global"
"3168","Chimarrogale styani","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",25.8,"Ref_117",1,"Chimarrogale styani",115175620,40616,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","styani","de Winton, 1899","Least Concern","Unknown","Global"
"3169","Chimarrogale sumatrana","Soricidae",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",27.89,"Ref_178",2,"Chimarrogale sumatrana",22282082,4649,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chimarrogale","sumatrana","(Thomas, 1921)","Data Deficient","Unknown","Global"
"3170","Chodsigoa parca","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa parca",115186683,41435,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","parca","G.M. Allen, 1923","Least Concern","Unknown","Global"
"3171","Chodsigoa sodalis","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa sodalis",22292577,136760,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","sodalis","Thomas, 1913","Data Deficient","Unknown","Global"
"3172","Chodsigoa smithii","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa smithii",22292443,41436,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","smithii","Thomas, 1911","Near Threatened","Decreasing","Global"
"3173","Chodsigoa parva","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,1,1,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa parva",22292242,136298,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","parva","G.M. Allen, 1923","Data Deficient","Unknown","Global"
"3174","Chodsigoa lamula","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa lamula",22291928,41431,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","lamula","Thomas, 1912","Least Concern","Unknown","Global"
"3175","Chodsigoa hypsibia","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa hypsibia",115186270,41430,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","hypsibia","(de Winton, 1899)","Least Concern","Unknown","Global"
"3176","Chodsigoa caovansunga","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_2, Ref_3",0,"Chodsigoa caovansunga",22292658,136259,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","caovansunga","Lunde, Musser &amp; Son, 2003","Data Deficient","Unknown","Global"
"3177","Chodsigoa salenskii","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",5.49,"Ref_58",1,"Chodsigoa salenskii",22292138,20416,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Chodsigoa","salenskii","(Kastschenko, 1907)","Data Deficient","Unknown","Global"
"3178","Episoriculus caudatus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.95,"Ref_2, Ref_3",0,"Episoriculus caudatus",22293617,41428,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Episoriculus","caudatus","(Horsfield, 1851)","Least Concern","Unknown","Global"
"3179","Episoriculus fumidus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.95,"Ref_58",1,"Episoriculus fumidus",22293526,41429,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Episoriculus","fumidus","(Thomas, 1913)","Least Concern","Unknown","Global"
"3180","Episoriculus leucops","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.95,"Ref_2, Ref_3",0,"Episoriculus leucops",115186422,41432,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Episoriculus","leucops","(Horsfield, 1855)","Least Concern","Unknown","Global"
"3181","Episoriculus macrurus","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.95,"Ref_2, Ref_3",0,"Episoriculus macrurus",115186554,41433,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Episoriculus","macrurus","(Blanford, 1888)","Least Concern","Unknown","Global"
"3182","Nectogale elegans","Soricidae",20,0,0,80,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",32.5,"Ref_117",1,"Nectogale elegans",22319497,41455,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Nectogale","elegans","Milne-Edwards, 1870","Least Concern","Unknown","Global"
"3183","Neomys teres","Soricidae",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",15.13,"Ref_2, Ref_3",0,"Neomys teres",22282493,29659,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Neomys","teres","Miller, 1908","Least Concern","Unknown","Global"
"3184","Neomys fodiens","Soricidae",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",14.3,"Ref_117",1,"Neomys fodiens",115170106,29658,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Neomys","fodiens","(Pennant, 1771)","Least Concern","Stable","Global"
"3185","Neomys anomalus","Soricidae",40,0,30,30,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",16,"Ref_117",1,"Neomys anomalus",115169785,29657,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Neomys","anomalus","Cabrera, 1907","Least Concern","Decreasing","Global"
"3186","Soriculus nigrescens","Soricidae",70,0,0,0,0,30,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",14,"Ref_117",1,"Soriculus nigrescens",22319613,41434,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Soriculus","nigrescens","(Gray, 1842)","Least Concern","Unknown","Global"
"3187","Megasorex gigas","Soricidae",70,0,10,0,0,20,0,0,0,0,"Ref_3","D2","G","A","",1,0,0,"Ref_1","ABC",20,"Ref_117",1,"Megasorex gigas",22319710,41454,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Megasorex","gigas","(Merriam, 1897)","Least Concern","Unknown","Global"
"3188","Notiosorex cockrumi","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",4.82,"Ref_2, Ref_3",0,"Notiosorex cockrumi",22293361,136666,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Notiosorex","cockrumi","Baker, O'Neill &amp; McAliley, 2003","Least Concern","Stable","Global"
"3189","Notiosorex evotis","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",5.28,"Ref_58",1,"Notiosorex evotis",115205277,136273,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Notiosorex","evotis","(Coues, 1877)","Least Concern","Unknown","Global"
"3190","Notiosorex crawfordi","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",4.39,"Ref_117",1,"Notiosorex crawfordi",115187458,41456,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Notiosorex","crawfordi","(Coues, 1877)","Least Concern","Stable","Global"
"3191","Notiosorex villai","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",4.82,"Ref_2, Ref_3",0,"Notiosorex villai",22293097,136688,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Notiosorex","villai","Carraway &amp; Timm, 2000","Vulnerable","Decreasing","Global"
"3192","Congosorex polli","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",10.3,"Ref_178",2,"Congosorex polli",115071815,5221,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Congosorex","polli","(Heim de Balsac &amp; Lamotte, 1956)","Data Deficient","Unknown","Global"
"3193","Congosorex verheyeni","Soricidae",100,0,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,1,1,"Ref_2","D1",9.05,"Ref_2, Ref_3",0,"Congosorex verheyeni",22290312,44935,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Congosorex","verheyeni","Hutterer, Barriere &amp; Colyn, 2002","Least Concern","Unknown","Global"
"3194","Myosorex longicaudatus","Soricidae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",12.98,"Ref_117",1,"Myosorex longicaudatus",4391212,14108,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Myosorex","longicaudatus","Meester & Dippenaar, 1978","Vulnerable","Decreasing","Global"
"3195","Myosorex kihaulei","Soricidae",80,20,0,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,1,1,"Ref_2","D1",12.1,"Ref_2, Ref_3",0,"Myosorex kihaulei",22287518,45047,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Myosorex","kihaulei","Stanley &amp; Hutterer, 2000","Endangered","Decreasing","Global"
"3196","Myosorex eisentrauti","Soricidae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",10.35,"Ref_178",2,"Myosorex eisentrauti",22286815,14106,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Myosorex","eisentrauti","Heim de Balsac, 1968","Critically Endangered","Decreasing","Global"
"3197","Myosorex cafer","Soricidae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",13.4,"Ref_117",1,"Myosorex cafer",115182648,41381,"ANIMALIA","CHORDATA","EULIPOTYPHLA","MAMMALIA","SORICIDAE","Myosorex","cafer","(Sundevall, 1846)","Least Concern","Unknown","Global"
