assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
88690876,22720641,Loxia scotica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Loxia,scotica,,,,"Hartert, 1904",Least Concern,,3.1,Stable,Global
88691686,13969,Mus mayori,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Mus,mayori,,,,"(Thomas, 1915)",Vulnerable,B2ab(iii),3.1,Unknown,Global
88692605,20332,Solisorex pearsoni,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Solisorex,pearsoni,,,,"Thomas, 1924",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
88693042,21143,Suncus fellowesgordoni,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Suncus,fellowesgordoni,,,,"Phillips, 1932",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
88700297,88700294,Biswamoyopterus laoensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Biswamoyopterus,laoensis,,,,"Sanamxay, Douangboubpha, Bumrungsri, Xayavong, Xayaphet, Satasook &amp; Bates 2013",Data Deficient,,3.1,Unknown,Global
89289181,22720878,Emberiza citrinella,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,citrinella,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
89314245,22720990,Emberiza melanocephala,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,melanocephala,,,,"Scopoli, 1769",Least Concern,,3.1,Unknown,Global
89333796,89333777,Marmosops caucae,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,caucae,,,,"Thomas, 1900",Least Concern,,3.1,Stable,Global
89345729,22721043,Plectrophenax nivalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CALCARIIDAE,Plectrophenax,nivalis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
89457381,81082829,Triaenops parvus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Triaenops,parvus,,,,"Benda &amp; Vallo, 2009",Data Deficient,,3.1,Unknown,Global
89475013,136722,Crocidura ramona,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,ramona,,,,"Ivanitskaya, Shenbrot &amp; Nevo, 1996",Least Concern,,3.1,Unknown,Global & Mediterranean
89497190,89497187,Dasyprocta croconota,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Dasyprocta,croconota,,,,"Wagler, 1831",Data Deficient,,3.1,Unknown,Global
89497730,89497716,Dasyprocta variegata,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Dasyprocta,variegata,,,,"Goldman, 1913",Data Deficient,,3.1,Unknown,Global
89516443,22710325,Oenanthe deserti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MUSCICAPIDAE,Oenanthe,deserti,,,,"(Temminck, 1825)",Least Concern,,3.1,Stable,Global
89519348,22718630,Prunella montanella,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PRUNELLIDAE,Prunella,montanella,,,,"(Pallas, 1776)",Least Concern,,3.1,Stable,Global
89520690,22679460,Lagopus lagopus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,lagopus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
89531732,89531729,Dasyprocta iacki,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Dasyprocta,iacki,,,,"Feijó and Langguth, 2013",Data Deficient,,3.1,Unknown,Global
89562931,22686856,Apus affinis,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Apus,affinis,,,,"(Gray, 1830)",Least Concern,,3.1,Increasing,Global
89569039,22694013,Vanellus indicus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Vanellus,indicus,,,,"(Boddaert, 1783)",Least Concern,,3.1,Unknown,Global
89575948,22683027,Alcedo atthis,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Alcedo,atthis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
89624491,7950,Equus grevyi,ANIMALIA,CHORDATA,PERISSODACTYLA,MAMMALIA,EQUIDAE,Equus,grevyi,,,,"Oustalet, 1882",Endangered,A2acd,3.1,Stable,Global
89641304,22720960,Emberiza rustica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,rustica,,,,"Pallas, 1776",Vulnerable,A2abcd+3bcd+4abcd,3.1,Decreasing,Global
89644875,22679862,Cygnus columbianus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,columbianus,,,,"(Ord, 1815)",Least Concern,,3.1,Unknown,Global
89656879,22692907,Fulica cristata,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Fulica,cristata,,,,"Gmelin, 1789",Least Concern,,3.1,Decreasing,Global
90008182,22680500,Turnix sylvaticus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,TURNICIDAE,Turnix,sylvaticus,,,,"(Desfontaines, 1787)",Least Concern,,3.1,Decreasing,Global
90010491,22689012,Ketupa zeylonensis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Ketupa,zeylonensis,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
90011765,22717301,Melanocorypha yeltoniensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ALAUDIDAE,Melanocorypha,yeltoniensis,,,,"(Forster, 1767)",Least Concern,,3.1,Decreasing,Global
90086476,22694136,Glareola nordmanni,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,GLAREOLIDAE,Glareola,nordmanni,,,,"Fischer, 1842",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
90128828,40783,Hippopotamus madagascariensis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Hippopotamus,madagascariensis,,,,"Guldberg, 1883",Extinct,,3.1,,Global
90128915,40782,Hippopotamus lemerlei,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Hippopotamus,lemerlei,,,,"Grandidier in Milne-Edwards, 1868",Extinct,,3.1,,Global
90341807,22728245,Chlamydotis undulata,ANIMALIA,CHORDATA,OTIDIFORMES,AVES,OTIDIDAE,Chlamydotis,undulata,,,,"(Jacquin, 1784)",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
90386310,90386307,Isothrix orinoci,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Isothrix,orinoci,,,,"(Thomas, 1899)",Data Deficient,,3.1,Unknown,Global
90386384,90386381,Thrichomys laurentius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Thrichomys,laurentius,,,,"Thomas, 1904",Data Deficient,,3.1,Unknown,Global
90386445,90386442,Pattonomys carrikeri,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Pattonomys,carrikeri,,,,"(J.A. Allen, 1911)",Data Deficient,,3.1,Unknown,Global
90386465,90386462,Pattonomys flavidus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Pattonomys,flavidus,,,,"(Hollister, 1914)",Data Deficient,,3.1,Unknown,Global
90386779,90386776,Pattonomys punctatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ECHIMYIDAE,Pattonomys,punctatus,,,,"(Thomas, 1899)",Data Deficient,,3.1,Unknown,Global
90563705,22720676,Pyrrhula murina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Pyrrhula,murina,,,,"Godman, 1866",Vulnerable,D1+2,3.1,Stable,Global
90818329,5588,Crocidura zimmermanni,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,zimmermanni,,,,"Wettstein, 1953",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
90823992,9128,Gerbillus hesperinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Gerbillus,hesperinus,,,,"Cabrera, 1936",Endangered,B1ab(iii),3.1,Decreasing,Global & Mediterranean
90865453,13461,Microtus bavaricus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,bavaricus,,,,"(König, 1962)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global & Europe
90931498,13418,Microtus cabrerae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,cabrerae,,,,"Thomas, 1906",Near Threatened,B2b(iii),3.1,Decreasing,"Global, Europe & Mediterranean"
91283066,3795,Capra cylindricornis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,cylindricornis,,,,"(Blyth, 1841)",Near Threatened,,3.1,Decreasing,Global
91356359,91356351,Cryptotis perijensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,perijensis,,,,"Quiroga-Carmona &amp; Woodman, 2015",Data Deficient,,3.1,Unknown,Global
91356777,13437,Microtus kermanensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,kermanensis,,,,"Roguin, 1988",Data Deficient,,3.1,Unknown,Global
91995190,91995408,Perodicticus potto,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Perodicticus,potto,,,,"(P.L.S. Müller, 1766)",Least Concern,,3.1,Stable,Global
91996061,136852,Perodicticus edwardsi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Perodicticus,edwardsi,,,,"Bouvier, 1879",Least Concern,,3.1,Stable,Global
91996195,136875,Perodicticus ibeanus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Perodicticus,ibeanus,,,,"Thomas, 1910",Least Concern,,3.1,Decreasing,Global
92247225,4206,Cercocebus lunulatus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,lunulatus,,,,"(Temminck, 1853)",Endangered,A2cd,3.1,Decreasing,Global
92247942,136933,Cercocebus atys,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercocebus,atys,,,,"(Audebert, 1797)",Near Threatened,,3.1,Decreasing,Global
92250811,92250442,Papio cynocephalus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Papio,cynocephalus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
92251482,136848,Papio kindae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Papio,kindae,,,,"Lönnberg, 1919",Least Concern,,3.1,Stable,Global
92332725,92332716,Sicista trizona,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Sicista,trizona,,,,"(Frivaldszky, 1865)",Endangered,"B1ab(i,ii)+2ab(i,ii)",3.1,Decreasing,Global
92345122,4220,Allochrocebus lhoesti,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Allochrocebus,lhoesti,,,,"(P. Sclater, 1899)",Vulnerable,A4cd,3.1,Decreasing,Global
92363412,92363381,Gracilimus radix,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Gracilimus,radix,,,,"Rowe, Achmadi &amp; Esselstyn, 2016",Data Deficient,,3.1,Unknown,Global
92367772,136930,Cercopithecus campbelli,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,campbelli,,,,"Waterhouse, 1838",Least Concern,,3.1,Unknown,Global
92373680,136931,Cercopithecus lowei,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,lowei,,,,"Thomas, 1923",Vulnerable,A2cd,3.1,Decreasing,Global
92384250,4245,Cercopithecus diana,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,diana,,,,"(Linnaeus, 1758)",Endangered,A2cd,3.1,Decreasing,Global
92384429,4232,Cercopithecus roloway,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,roloway,,,,"(Schreber, 1774)",Critically Endangered,A2cd,3.1,Decreasing,Global
92412321,136885,Cercopithecus denti,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Cercopithecus,denti,,,,"Thomas, 1907",Least Concern,,3.1,Decreasing,Global
92440847,92440844,Bunomys torajae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Bunomys,torajae,,,,"Musser, Achmadi, Esslestyn, &amp; Rowe, 2014",Data Deficient,,3.1,Unknown,Global
92440864,92440861,Bunomys karokophilus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Bunomys,karokophilus,,,,"Musser, 2014",Data Deficient,,3.1,Unknown,Global
92441669,92441666,Waiomys mamasae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Waiomys,mamasae,,,,"Rowe, Achmadi &amp; Esselsty, 2014",Data Deficient,,3.1,Unknown,Global
92441855,92441853,Hyorhinomys stuempkei,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Hyorhinomys,stuempkei,,,,"Esselstyn, Achmadi, Handika &amp; Rowe, 2015",Data Deficient,,3.1,Unknown,Global
92461722,92461708,Chaetodipus siccus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Chaetodipus,siccus,,,,"(Osgood, 1907)",Least Concern,,3.1,Unknown,Global
92464420,92464382,Dipodomys ornatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,HETEROMYIDAE,Dipodomys,ornatus,,,,"Merriam, 1894",Least Concern,,3.1,Stable,Global
92629595,40015,Piliocolobus gordonorum,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,gordonorum,,,,"Matschie, 1900",Vulnerable,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
92633245,41026,Piliocolobus preussi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,preussi,,,,"Matschie, 1900",Critically Endangered,A2d,3.1,Decreasing,Global
92653653,41025,Piliocolobus pennantii,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,pennantii,,,,"(Waterhouse, 1838)",Critically Endangered,A2bcd,3.1,Decreasing,Global
92656391,41024,Piliocolobus epieni,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,epieni,,,,"(Grubb &amp; Powell, 1999)",Critically Endangered,A2cd+4c,3.1,Decreasing,Global
92657454,92657343,Piliocolobus semlikiensis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,semlikiensis,,,,"(Colyn, 1991)",Vulnerable,A2cd,3.1,Decreasing,Global
92659769,18252,Piliocolobus foai,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,foai,,,,"(de Pousargues, 1899)",Endangered,A2cd,3.1,Decreasing,Global
92661680,18256,Piliocolobus tephrosceles,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Piliocolobus,tephrosceles,,,,"(Elliot, 1907)",Endangered,A4bc,3.1,Decreasing,Global
92754472,22678073,Rhea americana,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,RHEIDAE,Rhea,americana,,,,"(Linnaeus, 1758)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92755192,22678111,Casuarius bennetti,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,CASUARIIDAE,Casuarius,bennetti,,,,"Gould, 1857",Least Concern,,3.1,Stable,Global
92756395,22678129,Apteryx owenii,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,APTERYGIDAE,Apteryx,owenii,,,,"Gould, 1847",Near Threatened,B1b(iii),3.1,Increasing,Global
92756666,22678132,Apteryx haastii,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,APTERYGIDAE,Apteryx,haastii,,,,"Potts, 1872",Vulnerable,A2e,3.1,Decreasing,Global
92758475,22678154,Nothocercus bonapartei,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothocercus,bonapartei,,,,"Gray, 1867",Least Concern,,3.1,Decreasing,Global
92758680,22678157,Nothocercus julius,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothocercus,julius,,,,"(Bonaparte, 1854)",Least Concern,,3.1,Decreasing,Global
92758851,22678160,Nothocercus nigrocapillus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothocercus,nigrocapillus,,,,"(G. R. Gray, 1867)",Vulnerable,A3c,3.1,Decreasing,Global
92759082,22678163,Crypturellus berlepschi,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,berlepschi,,,,"Rothschild, 1897",Least Concern,,3.1,Decreasing,Global
92759241,22678166,Crypturellus cinereus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,cinereus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
92759757,22678172,Crypturellus ptaritepui,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,ptaritepui,,,,"Zimmer & Phelps, 1945",Least Concern,,3.1,Stable,Global
92759944,22678176,Crypturellus obsoletus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,obsoletus,,,,"(Temminck, 1815)",Least Concern,,3.1,Stable,Global
92760164,22678182,Crypturellus undulatus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,undulatus,,,,"(Temminck, 1815)",Least Concern,,3.1,Decreasing,Global
92760410,22678185,Crypturellus transfasciatus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,transfasciatus,,,,"(Sclater & Salvin, 1878)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92760653,22678188,Crypturellus strigulosus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,strigulosus,,,,"(Temminck, 1815)",Least Concern,,3.1,Decreasing,Global
92760820,22678191,Crypturellus boucardi,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,boucardi,,,,"(Sclater, 1859)",Least Concern,,3.1,Decreasing,Global
92761019,22678194,Crypturellus kerriae,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,kerriae,,,,"(Chapman, 1915)",Vulnerable,"B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
92761333,22678213,Crypturellus duidae,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,duidae,,,,"Zimmer, 1938",Near Threatened,A3c,3.1,Decreasing,Global
92761578,22678217,Crypturellus noctivagus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,noctivagus,,,,"(Wied, 1820)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92761821,22678220,Crypturellus atrocapillus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,atrocapillus,,,,"(Tschudi, 1844)",Near Threatened,A3c,3.1,Unknown,Global
92762055,22678223,Crypturellus variegatus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,variegatus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
92762278,22678226,Crypturellus brevirostris,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,brevirostris,,,,"(Pelzeln, 1863)",Least Concern,,3.1,Decreasing,Global
92762469,22678229,Crypturellus bartletti,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,bartletti,,,,"(Sclater & Salvin, 1873)",Least Concern,,3.1,Decreasing,Global
92762648,22678232,Crypturellus parvirostris,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,parvirostris,,,,"(Wagler, 1827)",Least Concern,,3.1,Decreasing,Global
92763523,22678254,Nothoprocta ornata,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothoprocta,ornata,,,,"(Gray, 1867)",Least Concern,,3.1,Decreasing,Global
92763713,22678259,Nothoprocta pentlandii,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothoprocta,pentlandii,,,,"(Gray, 1867)",Least Concern,,3.1,Stable,Global
92763901,22678262,Nothoprocta cinerascens,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothoprocta,cinerascens,,,,"(Burmeister, 1860)",Least Concern,,3.1,Decreasing,Global
92764282,22678268,Nothoprocta curvirostris,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothoprocta,curvirostris,,,,"Sclater & Salvin, 1873",Least Concern,,3.1,Stable,Global
92764444,22678271,Nothura darwinii,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothura,darwinii,,,,"Gray, 1867",Least Concern,,3.1,Increasing,Global
92765354,22678283,Nothura boraquira,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Nothura,boraquira,,,,"(Spix, 1825)",Least Concern,,3.1,Decreasing,Global
92765892,22678289,Eudromia elegans,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Eudromia,elegans,,,,"Geoffroy Saint-Hilaire, 1832",Least Concern,,3.1,Decreasing,Global
92766095,22678294,Eudromia formosa,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Eudromia,formosa,,,,"(Lillo, 1905)",Least Concern,,3.1,Decreasing,Global
92766253,22678299,Tinamotis pentlandii,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamotis,pentlandii,,,,"Vigors, 1837",Least Concern,,3.1,Stable,Global
92766436,22678302,Tinamotis ingoufi,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamotis,ingoufi,,,,"Oustalet, 1890",Least Concern,,3.1,Stable,Global
92766830,22678308,Ortalis cinereiceps,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,cinereiceps,,,,"Gray, 1867",Least Concern,,3.1,Decreasing,Global
92767035,22678312,Ortalis garrula,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,garrula,,,,"(Humboldt, 1805)",Least Concern,,3.1,Stable,Global
92767223,22678315,Ortalis ruficauda,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,ruficauda,,,,"Jardine, 1847",Least Concern,,3.1,Stable,Global
92767779,22678322,Ortalis wagleri,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,wagleri,,,,"Gray, 1867",Least Concern,,3.1,Decreasing,Global
92767963,22678325,Ortalis poliocephala,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,poliocephala,,,,"(Wagler, 1830)",Least Concern,,3.1,Decreasing,Global
92768145,22678328,Ortalis canicollis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,canicollis,,,,"(Wagler, 1830)",Least Concern,,3.1,Decreasing,Global
92768362,22678331,Ortalis leucogastra,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,leucogastra,,,,"(Gould, 1843)",Least Concern,,3.1,Stable,Global
92768579,22678342,Ortalis motmot,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,motmot,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
92768812,22678348,Ortalis superciliaris,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Ortalis,superciliaris,,,,"Gray, 1867",Least Concern,,3.1,Decreasing,Global
92769048,22678354,Penelope argyrotis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,argyrotis,,,,"(Bonaparte, 1856)",Least Concern,,3.1,Decreasing,Global
92769891,22678364,Penelope montagnii,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,montagnii,,,,"(Bonaparte, 1856)",Least Concern,,3.1,Decreasing,Global
92770105,22678367,Penelope marail,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,marail,,,,"(Müller, 1776)",Least Concern,,3.1,Decreasing,Global
92770303,22678370,Penelope superciliaris,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,superciliaris,,,,"Temminck, 1815",Least Concern,,3.1,Decreasing,Global
92770503,22678373,Penelope dabbenei,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,dabbenei,,,,"Hellmayr & Conover, 1942",Least Concern,,3.1,Decreasing,Global
92770679,22678376,Penelope purpurascens,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,purpurascens,,,,"Wagler, 1830",Least Concern,,3.1,Decreasing,Global
92770934,22678379,Penelope perspicax,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,perspicax,,,,"Bangs, 1911",Endangered,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
92771552,22678386,Penelope jacquacu,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,jacquacu,,,,"Spix, 1825",Least Concern,,3.1,Decreasing,Global
92771775,22678389,Penelope obscura,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,obscura,,,,"Temminck, 1815",Least Concern,,3.1,Decreasing,Global
92771975,22678392,Penelope pileata,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,pileata,,,,"Wagler, 1830",Vulnerable,A3c,3.1,Decreasing,Global
92772232,22678395,Penelope ochrogaster,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,ochrogaster,,,,"Pelzeln, 1870",Vulnerable,"B1ab(i,ii,iii,iv,v);C2a(i);D1",3.1,Decreasing,Global
92772529,22678398,Penelope jacucaca,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,jacucaca,,,,"Spix, 1825",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
92773141,22678422,Pipile cujubi,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Pipile,cujubi,,,,"(Pelzeln, 1858)",Least Concern,,3.1,Decreasing,Global
